Bulan,Produk_Variasi,Total_Jumlah,Total_Harga_Setelah_Diskon,Total_Penjualan_IDR,Total_Pesanan,Penjualan_per_Pesanan,Produk_Dilihat,Total_Pengunjung,Tingkat_Konversi,Pesanan_Dibatalkan,Penjualan_Dibatalkan,Pesanan_Dikembalikan,Penjualan_Dikembalikan,Pembeli,Total_Pembeli_Baru,Total_Pembeli_Saat_Ini,Total_Potensi_Pembeli,Tingkat_Pembelian_Berulang,Voucher Ditanggung Shopee,Potongan Koin Shopee,Ongkos Kirim Dibayar oleh Pembeli,Estimasi Potongan Biaya Pengiriman,Ongkos Kirim Pengembalian Barang,Total Pembayaran,Perkiraan Ongkos Kirim,Harga Awal,Berat Produk,Total Berat,Voucher Ditanggung Penjual,ID_Produk,Stok_Awal,Stok_Akhir,Pending,Stok_Status,is_holiday_month,Stok_Status_Encoded,Year,Month,Quarter,DaysinMonth,Mean_Total_Jumlah_per_Product,MoM_Growth_Total_Jumlah,MoM_Growth_Total_Penjualan,Seasonal_Index,Price_Level,Stock_Turnover,Stock_Coverage,View_to_Sales_Ratio,Visitor_to_Sales_Ratio,Visitor_to_View_Ratio,Rolling_3M_Total_Jumlah,Rolling_3M_Penjualan,Rolling_3M_View,Trend_Total_Jumlah,Quarter_1,Quarter_2,Quarter_3,Quarter_4,Lag_1_Total_Jumlah,Lag_1_Penjualan,Lag_1_Views,Lag_1_Stock_Turnover,Lag_2_Total_Jumlah,Lag_2_Penjualan,Lag_2_Views,Lag_2_Stock_Turnover,Lag_3_Total_Jumlah,Lag_3_Penjualan,Lag_3_Views,Lag_3_Stock_Turnover,Month_Sin,Month_Cos,Price_View_Interaction,Stock_Demand_Interaction,Date_Index
2024-04,"Diapers Renang Anak - Warna Biru, Ukuran L",31,219000,219000,1,80241.0,54,18,7.059166666666667,1,13.221966160142697,0,0.0,1,1,1,3,8.333333333333334,0.0,0,0.0,9.0,0,44.8,9.0,21.9,50,100,0,63.0,42.0,11.0,0.0,Kurang Optimal,True,0,2024,4,2,30,18,1.5833333333333335,0.4285807474282286,1.7222222222222223,1.0000000000000002,1.169811320754717,0.5116279069767442,1.7419354838709677,0.5806451612903226,0.3333333333333333,21.5,186149.5,58.5,2.5833333333333335,False,True,False,False,12.0,153299.0,63.0,3.4285714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,-0.4999999999999998,54.000000000000014,9.209302325581396,2024-04
2024-05,"Diapers Renang Anak - Warna Biru, Ukuran L",11,109500,109500,1,63301.069166666675,45,14,4.909166666666667,1,3.0322802734375003,0,0.0,1,1,1,2,2.7775,0.0,0,0.0,9.0,0,44.8,9.0,21.9,50,100,0,63.0,9.0,0.0,2.0,Understock,True,3,2024,5,2,31,18,-0.6451612903225806,-0.5,0.6111111111111112,1.0000000000000002,2.4444444444444446,0.0,4.090909090909091,1.2727272727272727,0.3111111111111111,18.0,160599.66666666666,54.0,0.5116279069767442,False,True,False,False,31.0,219000.0,54.0,1.169811320754717,12.0,153299.0,63.0,3.4285714285714284,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,45.00000000000001,0.0,2024-05
2024-03,"Diapers Renang Anak - Warna Biru, Ukuran M",9,87600,87600,1,32054.74166666667,36,15,4.4775,1,8.27168770873013,0,0.0,1,1,1,2,2.0833333333333335,0.0,0,31.5,0.0,0,98.2,31.5,21.9,150,150,0,64.0,5.0,0.0,4.0,Understock,True,3,2024,3,1,31,8,0.0,0.0,1.1739130434782608,1.0000000000000002,3.6,0.0,4.0,1.6666666666666667,0.4166666666666667,9.0,87600.0,36.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,36.00000000000001,0.0,2024-03
2024-04,"Diapers Renang Anak - Warna Biru, Ukuran M",7,65699,65699,1,80241.0,16,5,7.059166666666667,1,3.966529473768105,0,0.0,1,1,1,1,8.333333333333334,0.0,0,31.5,0.0,0,98.2,31.5,21.9,150,150,0,64.0,53.0,46.0,0.0,Overstock,True,2,2024,4,2,30,8,-0.2222222222222222,-0.2500114155251142,0.9130434782608695,1.0000000000000002,0.1414141414141414,5.75,2.2857142857142856,0.7142857142857143,0.3125,8.0,76649.5,26.0,0.7777777777777778,False,True,False,False,9.0,87600.0,36.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,-0.4999999999999998,16.000000000000004,28.75,2024-04
2024-05,"Diapers Renang Anak - Warna Biru, Ukuran M",7,109500,109500,1,63301.069166666675,45,14,4.909166666666667,1,3.0322802734375003,0,0.0,1,1,1,2,2.7775,0.0,0,31.5,0.0,0,98.2,31.5,21.9,150,150,0,64.0,47.0,40.0,0.0,Overstock,True,2,2024,5,2,31,8,0.0,0.6666920348863759,0.9130434782608695,1.0000000000000002,0.16091954022988506,5.217391304347826,6.428571428571429,2.0,0.3111111111111111,7.666666666666667,87599.66666666667,32.333333333333336,0.875,False,True,False,False,7.0,65699.0,16.0,0.1414141414141414,9.0,87600.0,36.0,3.6,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,45.00000000000001,73.04347826086956,2024-05
2024-03,"Diapers Renang Anak - Warna Biru, Ukuran XL",19,153299,153299,1,32054.74166666667,63,26,4.4775,1,14.475359064618951,0,0.0,1,1,1,4,2.0833333333333335,0.0,0,0.0,9.0,0,44.8,9.0,21.9,50,100,0,65.0,15.0,0.0,4.0,Understock,True,3,2024,3,1,31,11,0.0,0.0,1.78125,1.0000000000000002,2.533333333333333,0.0,3.3157894736842106,1.368421052631579,0.4126984126984127,19.0,153299.0,63.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,63.000000000000014,0.0,2024-03
2024-04,"Diapers Renang Anak - Warna Biru, Ukuran XL",10,85410,85410,1,80241.0,21,7,7.059166666666667,1,5.156566802455652,0,0.0,1,1,1,1,8.333333333333334,0.0,0,0.0,9.0,0,44.8,9.0,21.9,50,100,0,65.0,6.0,0.0,4.0,Understock,True,3,2024,4,2,30,11,-0.4736842105263158,-0.4428535085029909,0.9375,1.0000000000000002,3.3333333333333335,0.0,2.1,0.7,0.3333333333333333,14.5,119354.5,42.0,0.5263157894736842,False,True,False,False,19.0,153299.0,63.0,2.533333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,-0.4999999999999998,21.000000000000004,0.0,2024-04
2024-05,"Diapers Renang Anak - Warna Biru, Ukuran XL",3,43800,43800,1,63301.069166666675,18,5,4.909166666666667,1,1.212912109375,0,0.0,1,1,1,1,2.7775,0.0,0,0.0,9.0,0,44.8,9.0,21.9,50,100,0,65.0,52.0,49.0,0.0,Overstock,True,2,2024,5,2,31,11,-0.7,-0.4871794871794872,0.28125,1.0000000000000002,0.0594059405940594,4.59375,6.0,1.6666666666666667,0.2777777777777778,10.666666666666666,94169.66666666667,34.0,0.20689655172413793,False,True,False,False,10.0,85410.0,21.0,3.3333333333333335,19.0,153299.0,63.0,2.533333333333333,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,18.000000000000004,22.96875,2024-05
2024-03,"Diapers Renang Anak - Warna Pink, Ukuran L",4,43800,43800,1,32054.74166666667,18,7,4.4775,1,4.135843854365065,0,0.0,1,1,1,1,2.0833333333333335,0.0,0,0.0,9.0,0,44.009,9.0,21.9,100,100,0,66.0,66.0,62.0,0.0,Overstock,True,2,2024,3,1,31,6,0.0,0.0,0.6315789473684211,1.0000000000000002,0.0625,15.5,4.5,1.75,0.3888888888888889,4.0,43800.0,18.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,18.000000000000004,108.5,2024-03
2024-04,"Diapers Renang Anak - Warna Pink, Ukuran L",10,85410,85410,1,80241.0,21,7,7.059166666666667,1,5.156566802455652,0,0.0,1,1,1,1,8.333333333333334,0.0,0,0.0,9.0,0,44.009,9.0,21.9,100,100,0,66.0,5.0,0.0,5.0,Understock,True,3,2024,4,2,30,6,1.5,0.95,1.5789473684210527,1.0000000000000002,4.0,0.0,2.1,0.7,0.3333333333333333,7.0,64605.0,19.5,2.5,False,True,False,False,4.0,43800.0,18.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,-0.4999999999999998,21.000000000000004,0.0,2024-04
2024-05,"Diapers Renang Anak - Warna Pink, Ukuran L",5,43800,43800,1,63301.069166666675,18,5,4.909166666666667,1,1.212912109375,0,0.0,1,1,1,1,2.7775,0.0,0,0.0,9.0,0,44.009,9.0,21.9,100,100,0,66.0,5.0,0.0,0.0,Optimal,True,1,2024,5,2,31,6,-0.5,-0.4871794871794872,0.7894736842105263,1.0000000000000002,2.0,0.0,3.6,1.0,0.2777777777777778,6.333333333333333,57670.0,19.0,0.7142857142857143,False,True,False,False,10.0,85410.0,21.0,4.0,4.0,43800.0,18.0,0.0625,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,18.000000000000004,0.0,2024-05
2024-03,"Diapers Renang Anak - Warna Pink, Ukuran M",3,21900,21900,1,32054.74166666667,9,4,4.4775,1,2.0679219271825326,0,0.0,1,1,1,1,2.0833333333333335,0.0,0,3.0,15.0,0,70.387,18.0,21.9,150,150,0,67.0,9.0,6.0,0.0,Kurang Optimal,True,0,2024,3,1,31,4,0.0,0.0,0.75,1.0000000000000002,0.4,2.0,3.0,1.3333333333333333,0.4444444444444444,3.0,21900.0,9.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,9.000000000000002,8.0,2024-03
2024-04,"Diapers Renang Anak - Warna Pink, Ukuran M",2,21900,21900,1,80241.0,5,2,7.059166666666667,1,1.3221966160142695,0,0.0,1,1,1,1,8.333333333333334,0.0,0,3.0,15.0,0,70.387,18.0,21.9,150,150,0,67.0,35.0,33.0,0.0,Overstock,True,2,2024,4,2,30,4,-0.33333333333333337,0.0,0.5,1.0000000000000002,0.058823529411764705,13.2,2.5,1.0,0.4,2.5,21900.0,7.0,0.6666666666666666,False,True,False,False,3.0,21900.0,9.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,-0.4999999999999998,5.000000000000001,26.4,2024-04
2024-05,"Diapers Renang Anak - Warna Pink, Ukuran M",7,43800,43800,1,63301.069166666675,18,5,4.909166666666667,1,1.212912109375,0,0.0,1,1,1,1,2.7775,0.0,0,3.0,15.0,0,70.387,18.0,21.9,150,150,0,67.0,12.0,5.0,0.0,Kurang Optimal,True,0,2024,5,2,31,4,2.5,1.0,1.75,1.0000000000000002,0.8235294117647058,1.25,2.5714285714285716,0.7142857142857143,0.2777777777777778,4.0,29200.0,10.666666666666666,2.8,False,True,False,False,2.0,21900.0,5.0,0.058823529411764705,3.0,21900.0,9.0,0.4,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,18.000000000000004,6.25,2024-05
2024-03,"Diapers Renang Anak - Warna Pink, Ukuran XL",9,65699,65699,1,32054.74166666667,27,11,4.4775,1,6.203671355888822,0,0.0,1,1,1,2,2.0833333333333335,0.0,0,38.0,5.0,0,82.8,43.0,21.9,100,100,0,68.0,6.0,0.0,3.0,Understock,True,3,2024,3,1,31,6,0.0,0.0,1.588235294117647,1.0000000000000002,3.0,0.0,3.0,1.2222222222222223,0.4074074074074074,9.0,65699.0,27.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,27.000000000000007,0.0,2024-03
2024-04,"Diapers Renang Anak - Warna Pink, Ukuran XL",5,41610,41610,1,80241.0,10,3,7.059166666666667,1,2.5121735704271124,0,0.0,1,1,1,1,8.333333333333334,0.0,0,38.0,5.0,0,82.8,43.0,21.9,100,100,0,68.0,97.0,92.0,0.0,Overstock,True,2,2024,4,2,30,6,-0.4444444444444444,-0.36665702674317724,0.8823529411764706,1.0000000000000002,0.05291005291005291,13.142857142857142,2.0,0.6,0.3,7.0,53654.5,18.5,0.5555555555555556,False,True,False,False,9.0,65699.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,-0.4999999999999998,10.000000000000002,39.42857142857143,2024-04
2024-05,"Diapers Renang Anak - Warna Pink, Ukuran XL",3,43800,43800,1,63301.069166666675,18,5,4.909166666666667,1,1.212912109375,0,0.0,1,1,1,1,2.7775,0.0,0,38.0,5.0,0,82.8,43.0,21.9,100,100,0,68.0,96.0,93.0,0.0,Overstock,True,2,2024,5,2,31,6,-0.4,0.05263157894736836,0.5294117647058824,1.0000000000000002,0.031746031746031744,16.41176470588235,6.0,1.6666666666666667,0.2777777777777778,5.666666666666667,50369.666666666664,18.333333333333332,0.42857142857142855,False,True,False,False,5.0,41610.0,10.0,0.05291005291005291,9.0,65699.0,27.0,3.0,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,18.000000000000004,82.05882352941175,2024-05
2024-05,"Diapers Renang Anak Merk Ocheers - Warna Biru, Ukuran L",5,43800,43800,1,63301.069166666675,18,5,4.909166666666667,1,1.212912109375,0,0.0,1,1,1,1,2.7775,0.0,0,30.5,0.0,0,98.2,30.5,21.9,150,150,0,81.0,96.0,91.0,0.0,Overstock,True,2,2024,5,2,31,5,0.0,0.0,1.0,1.0,0.053475935828877004,18.2,3.6,1.0,0.2777777777777778,5.0,43800.0,18.0,0.0,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,18.0,91.0,2024-05
2024-05,"Diapers Renang Anak Merk Ocheers - Warna Biru, Ukuran M",2,21900,21900,1,63301.069166666675,9,3,4.909166666666667,1,0.6064560546875,0,0.0,1,1,1,1,2.7775,5.475,0,0.0,18.0,0,106.025,18.0,21.9,100,250,0,82.0,25.0,23.0,0.0,Overstock,True,2,2024,5,2,31,6,0.0,0.0,0.3333333333333333,1.0,0.08333333333333333,11.5,4.5,1.5,0.3333333333333333,2.0,21900.0,9.0,0.0,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,9.0,34.5,2024-05
2024-06,"Diapers Renang Anak Merk Ocheers - Warna Biru, Ukuran M",7,87600,87600,1,72437.5275,47,14,5.391666666666667,0,0.0,0,0.0,1,1,1,3,0.0,5.475,0,0.0,18.0,0,106.025,18.0,21.9,100,250,0,82.0,71.0,64.0,0.0,Overstock,True,2,2024,6,2,30,6,2.5,3.0,1.1666666666666667,1.0,0.1037037037037037,14.222222222222221,6.714285714285714,2.0,0.2978723404255319,4.5,54750.0,28.0,3.5,False,True,False,False,2.0,21900.0,9.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,47.0,199.1111111111111,2024-06
2024-07,"Diapers Renang Anak Merk Ocheers - Warna Biru, Ukuran M",13,87600,87600,1,58538.083333333336,39,12,3.5625,0,0.0,0,0.0,1,1,1,2,0.0,5.475,0,0.0,18.0,0,106.025,18.0,21.9,100,250,0,82.0,7.0,0.0,6.0,Understock,True,3,2024,7,3,31,6,0.8571428571428572,0.0,2.1666666666666665,1.0,3.7142857142857144,0.0,3.0,0.9230769230769231,0.3076923076923077,7.333333333333333,65700.0,31.666666666666668,2.888888888888889,False,False,True,False,7.0,87600.0,47.0,0.1037037037037037,2.0,21900.0,9.0,0.08333333333333333,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,39.0,0.0,2024-07
2024-08,"Diapers Renang Anak Merk Ocheers - Warna Biru, Ukuran M",2,21900,21900,1,78430.4375,8,2,8.850833333333336,0,0.0,0,0.0,1,1,1,1,0.0,5.475,0,0.0,18.0,0,106.025,18.0,21.9,100,250,0,82.0,62.0,60.0,0.0,Overstock,True,2,2024,8,3,31,6,-0.8461538461538461,-0.75,0.3333333333333333,1.0,0.03278688524590164,8.181818181818182,4.0,1.0,0.25,7.333333333333333,65700.0,31.333333333333332,0.27272727272727276,False,False,True,False,13.0,87600.0,39.0,3.7142857142857144,7.0,87600.0,47.0,0.1037037037037037,2.0,21900.0,9.0,0.08333333333333333,-0.8660254037844385,-0.5000000000000004,8.0,16.363636363636363,2024-08
2024-05,"Diapers Renang Anak Merk Ocheers - Warna Pink, Ukuran L",3,21900,21900,1,63301.069166666675,9,3,4.909166666666667,1,0.6064560546875,0,0.0,1,1,1,1,2.7775,5.475,0,0.0,18.0,0,106.025,18.0,21.9,150,250,0,83.0,13.0,10.0,0.0,Kurang Optimal,True,0,2024,5,2,31,9,0.0,0.0,0.3333333333333333,1.0,0.2608695652173913,3.3333333333333335,3.0,1.0,0.3333333333333333,3.0,21900.0,9.0,0.0,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,9.0,10.0,2024-05
2024-06,"Diapers Renang Anak Merk Ocheers - Warna Pink, Ukuran L",10,65699,65699,1,72437.5275,35,10,5.391666666666667,0,0.0,0,0.0,1,1,1,2,0.0,5.475,0,0.0,18.0,0,106.025,18.0,21.9,150,250,0,83.0,73.0,63.0,0.0,Overstock,True,2,2024,6,2,30,9,2.3333333333333335,1.9999543378995432,1.1111111111111112,1.0,0.14705882352941177,9.692307692307692,3.5,1.0,0.2857142857142857,6.5,43799.5,22.0,3.3333333333333335,False,True,False,False,3.0,21900.0,9.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,35.0,96.92307692307692,2024-06
2024-07,"Diapers Renang Anak Merk Ocheers - Warna Pink, Ukuran L",19,109500,109500,1,58538.083333333336,49,15,3.5625,0,0.0,0,0.0,1,1,1,3,0.0,5.475,0,0.0,18.0,0,106.025,18.0,21.9,150,250,0,83.0,15.0,0.0,4.0,Understock,True,3,2024,7,3,31,9,0.8999999999999999,0.6666920348863759,2.111111111111111,1.0,2.533333333333333,0.0,2.5789473684210527,0.7894736842105263,0.30612244897959184,10.666666666666666,65699.66666666667,31.0,2.923076923076923,False,False,True,False,10.0,65699.0,35.0,0.14705882352941177,3.0,21900.0,9.0,0.2608695652173913,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,49.0,0.0,2024-07
2024-08,"Diapers Renang Anak Merk Ocheers - Warna Pink, Ukuran L",5,43800,43800,1,78430.4375,15,4,8.850833333333336,0,0.0,0,0.0,1,1,1,1,0.0,5.475,0,0.0,18.0,0,106.025,18.0,21.9,150,250,0,83.0,4.0,0.0,1.0,Understock,True,3,2024,8,3,31,9,-0.736842105263158,-0.6,0.5555555555555556,1.0,2.5,0.0,3.0,0.8,0.26666666666666666,11.333333333333334,72999.66666666667,33.0,0.46875,False,False,True,False,19.0,109500.0,49.0,2.533333333333333,10.0,65699.0,35.0,0.14705882352941177,3.0,21900.0,9.0,0.2608695652173913,-0.8660254037844385,-0.5000000000000004,15.0,0.0,2024-08
2024-09,"Diapers Renang Anak Merk Ocheers - Warna Pink, Ukuran L",6,65699,65699,1,74032.2775,16,5,6.925,0,0.0,0,0.06706614354751458,1,1,1,1,0.0,5.475,0,0.0,18.0,0,106.025,18.0,21.9,150,250,0,83.0,4.0,0.0,2.0,Understock,True,3,2024,9,3,30,9,0.19999999999999996,0.4999771689497716,0.6666666666666666,1.0,3.0,0.0,2.6666666666666665,0.8333333333333334,0.3125,10.0,72999.66666666667,26.666666666666668,0.5294117647058824,False,False,True,False,5.0,43800.0,15.0,2.5,19.0,109500.0,49.0,2.533333333333333,10.0,65699.0,35.0,0.14705882352941177,-1.0,-1.8369701987210297e-16,16.0,0.0,2024-09
2024-10,"Diapers Renang Anak Merk Ocheers - Warna Pink, Ukuran L",17,219000,219000,1,93430.91833333333,51,15,9.75,1,5.798254312133194,0,0.0,1,1,1,4,0.0,5.475,0,0.0,18.0,0,106.025,18.0,21.9,150,250,0,83.0,17.0,0.0,0.0,Optimal,False,1,2024,10,4,31,9,1.8333333333333335,2.3333840697727517,1.8888888888888888,1.0,2.0,0.0,3.0,0.8823529411764706,0.29411764705882354,9.333333333333334,109499.66666666667,27.333333333333332,1.7,False,False,False,True,6.0,65699.0,16.0,3.0,5.0,43800.0,15.0,2.5,19.0,109500.0,49.0,2.533333333333333,-0.8660254037844386,0.5000000000000001,51.0,0.0,2024-10
2024-11,"Diapers Renang Anak Merk Ocheers - Warna Pink, Ukuran L",3,43800,43800,1,66266.86083333334,17,6,3.2074999999999996,1,3.603149104610008,0,0.0,1,1,1,1,8.333333333333334,5.475,0,0.0,18.0,0,106.025,18.0,21.9,150,250,0,83.0,36.0,33.0,0.0,Overstock,False,2,2024,11,4,30,9,-0.8235294117647058,-0.8,0.3333333333333333,1.0,0.08695652173913043,3.807692307692308,5.666666666666667,2.0,0.35294117647058826,8.666666666666666,109499.66666666667,28.0,0.3214285714285714,False,False,False,True,17.0,219000.0,51.0,2.0,6.0,65699.0,16.0,3.0,5.0,43800.0,15.0,2.5,-0.5000000000000004,0.8660254037844384,17.0,22.846153846153847,2024-11
2024-05,"Diapers Renang Anak Merk Ocheers - Warna Pink, Ukuran M",3,21900,21900,1,63301.069166666675,9,3,4.909166666666667,1,0.6064560546875,0,0.0,1,1,1,1,2.7775,0.0,0,9.0,0.0,0,75.366,9.0,21.9,150,150,0,84.0,8.0,5.0,0.0,Kurang Optimal,True,0,2024,5,2,31,6,0.0,0.0,0.5172413793103449,1.0,0.46153846153846156,1.6666666666666667,3.0,1.0,0.3333333333333333,3.0,21900.0,9.0,0.0,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,9.0,5.0,2024-05
2024-07,"Diapers Renang Anak Merk Ocheers - Warna Pink, Ukuran M",7,87600,87600,1,58538.083333333336,39,12,3.5625,0,0.0,0,0.0,1,1,1,2,0.0,0.0,0,9.0,0.0,0,75.366,9.0,21.9,150,150,0,84.0,5.0,0.0,2.0,Understock,True,3,2024,7,3,31,6,1.3333333333333335,3.0,1.206896551724138,1.0,2.8,0.0,5.571428571428571,1.7142857142857142,0.3076923076923077,5.0,54750.0,24.0,2.3333333333333335,False,False,True,False,3.0,21900.0,9.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,39.0,0.0,2024-07
2024-08,"Diapers Renang Anak Merk Ocheers - Warna Pink, Ukuran M",5,43800,43800,1,78430.4375,15,4,8.850833333333336,0,0.0,0,0.0,1,1,1,1,0.0,0.0,0,9.0,0.0,0,75.366,9.0,21.9,150,150,0,84.0,24.0,19.0,0.0,Kurang Optimal,True,0,2024,8,3,31,6,-0.2857142857142857,-0.5,0.8620689655172414,1.0,0.23255813953488372,3.8,3.0,0.8,0.26666666666666666,5.0,51100.0,21.0,1.0,False,False,True,False,7.0,87600.0,39.0,2.8,3.0,21900.0,9.0,0.46153846153846156,0.0,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,15.0,15.2,2024-08
2024-10,"Diapers Renang Anak Merk Ocheers - Warna Pink, Ukuran M",8,131399,131399,1,93430.91833333333,31,9,9.75,1,3.478926111232829,0,0.0,1,1,1,2,0.0,0.0,0,9.0,0.0,0,75.366,9.0,21.9,150,150,0,84.0,38.0,30.0,0.0,Overstock,False,2,2024,10,4,31,6,0.6000000000000001,1.9999771689497718,1.3793103448275863,1.0,0.23529411764705882,4.5,3.875,1.125,0.2903225806451613,6.666666666666667,87599.66666666667,28.333333333333332,1.6,False,False,False,True,5.0,43800.0,15.0,0.23255813953488372,7.0,87600.0,39.0,2.8,3.0,21900.0,9.0,0.46153846153846156,-0.8660254037844386,0.5000000000000001,31.0,40.5,2024-10
2024-11,"Diapers Renang Anak Merk Ocheers - Warna Pink, Ukuran M",6,65699,65699,1,66266.86083333334,25,8,3.2074999999999996,1,5.404641393236824,0,0.0,1,1,1,2,8.333333333333334,0.0,0,9.0,0.0,0,75.366,9.0,21.9,150,150,0,84.0,94.0,88.0,0.0,Overstock,False,2,2024,11,4,30,6,-0.25,-0.500003805203997,1.0344827586206897,1.0,0.06593406593406594,13.894736842105264,4.166666666666667,1.3333333333333333,0.32,6.333333333333333,80299.33333333333,23.666666666666668,0.8999999999999999,False,False,False,True,8.0,131399.0,31.0,0.23529411764705882,5.0,43800.0,15.0,0.23255813953488372,7.0,87600.0,39.0,2.8,-0.5000000000000004,0.8660254037844384,25.0,111.15789473684211,2024-11
2024-05,"Diapers Renang Anak Merk Ocheers - Warna Pink, Ukuran XL",1,21900,21900,1,63301.069166666675,9,3,4.909166666666667,1,0.6064560546875,0,0.0,1,1,1,1,2.7775,0.0,0,17.5,0.0,0,68.2,17.5,21.9,50,150,0,85.0,1.0,0.0,0.0,Optimal,True,1,2024,5,2,31,6,0.0,0.0,0.17073170731707318,1.0,2.0,0.0,9.0,3.0,0.3333333333333333,1.0,21900.0,9.0,0.0,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,9.0,0.0,2024-05
2024-06,"Diapers Renang Anak Merk Ocheers - Warna Pink, Ukuran XL",4,43800,43800,1,72437.5275,23,7,5.391666666666667,0,0.0,0,0.0,1,1,1,1,0.0,0.0,0,17.5,0.0,0,68.2,17.5,21.9,50,150,0,85.0,5.0,1.0,0.0,Kurang Optimal,True,0,2024,6,2,30,6,3.0,1.0,0.6829268292682927,1.0,1.3333333333333333,0.4,5.75,1.75,0.30434782608695654,2.5,32850.0,16.0,4.0,False,True,False,False,1.0,21900.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,23.0,2.8000000000000003,2024-06
2024-07,"Diapers Renang Anak Merk Ocheers - Warna Pink, Ukuran XL",8,43800,43800,1,58538.083333333336,19,6,3.5625,0,0.0,0,0.0,1,1,1,1,0.0,0.0,0,17.5,0.0,0,68.2,17.5,21.9,50,150,0,85.0,45.0,37.0,0.0,Overstock,True,2,2024,7,3,31,6,1.0,0.0,1.3658536585365855,1.0,0.1951219512195122,8.538461538461538,2.375,0.75,0.3157894736842105,4.333333333333333,36500.0,17.0,3.2,False,False,True,False,4.0,43800.0,23.0,1.3333333333333333,1.0,21900.0,9.0,2.0,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,19.0,51.230769230769226,2024-07
2024-08,"Diapers Renang Anak Merk Ocheers - Warna Pink, Ukuran XL",7,87600,87600,1,78430.4375,31,8,8.850833333333336,0,0.0,0,0.0,1,1,1,2,0.0,0.0,0,17.5,0.0,0,68.2,17.5,21.9,50,150,0,85.0,81.0,74.0,0.0,Overstock,True,2,2024,8,3,31,6,-0.125,1.0,1.1951219512195124,1.0,0.09032258064516129,11.68421052631579,4.428571428571429,1.1428571428571428,0.25806451612903225,6.333333333333333,58400.0,24.333333333333332,1.6153846153846154,False,False,True,False,8.0,43800.0,19.0,0.1951219512195122,4.0,43800.0,23.0,1.3333333333333333,1.0,21900.0,9.0,2.0,-0.8660254037844385,-0.5000000000000004,31.0,93.47368421052632,2024-08
