Tanggal,Total Penjualan (IDR),Total Pesanan,Penjualan per Pesanan,Produk Dilihat,Total Pengunjung,Tingkat Konversi (Pesanan Siap Dikirim),Pesanan Dibatalkan,Penjualan Dibatalkan,Pesanan Dikembalikan,Penjualan Dikembalikan,Pembeli,Total Pembeli Baru,Total Pembeli Saat Ini,Total Potensi Pembeli,Tingkat Pembelian Berulang
26-08-2024,64.415,1,"64.415,00",40,17,"5,88%",0,0,0,0,1,1,0,3,"0,00%"
27-08-2024,0,0,"0,00",51,18,"0,00%",0,0,0,0,0,0,0,6,"0,00%"
28-08-2024,130.25,1,"130.250,00",71,25,"4,00%",0,0,0,0,1,1,0,8,"0,00%"
29-08-2024,47.056,1,"47.056,00",23,9,"11,11%",0,0,0,0,1,1,0,2,"0,00%"
30-08-2024,112.62,2,"56.310,00",73,20,"10,00%",0,0,0,0,2,2,0,4,"0,00%"
31-08-2024,170.074,1,"170.074,00",80,18,"5,56%",0,0,0,0,1,1,0,5,"0,00%"
1/9/2024,133.26,1,"133.260,00",90,22,"4,55%",0,0,0,3.174,1,1,0,5,"0,00%"
2/9/2024,45.8,1,"45.800,00",21,14,"7,14%",0,0,0,0,1,0,1,1,"0,00%"
3/9/2024,64.82,1,"64.820,00",61,16,"6,25%",0,0,0,0,1,1,0,5,"0,00%"
4/9/2024,109.021,2,"54.510,50",102,20,"10,00%",0,0,0,0,2,1,1,7,"0,00%"
5/9/2024,254.104,2,"127.052,00",72,25,"8,00%",0,0,0,0,2,2,0,7,"0,00%"
6/9/2024,83.415,1,"83.415,00",74,24,"4,17%",0,0,0,0,1,1,0,7,"0,00%"
7/9/2024,595.182,4,"148.795,50",56,16,"25,00%",0,0,0,0,4,4,0,5,"0,00%"
8/9/2024,0,0,"0,00",39,9,"0,00%",0,0,0,0,0,0,0,0,"0,00%"
9/9/2024,0,0,"0,00",52,19,"0,00%",0,0,0,0,0,0,0,5,"0,00%"
10/9/2024,0,0,"0,00",37,13,"0,00%",0,0,0,0,0,0,0,3,"0,00%"
11/9/2024,148.975,1,"148.975,00",65,23,"4,35%",0,0,0,0,1,1,0,3,"0,00%"
12/9/2024,245.278,3,"81.759,33",88,22,"13,64%",0,0,0,0,3,3,0,4,"0,00%"
13-09-2024,383.645,3,"127.881,67",98,27,"11,11%",0,0,0,0,3,3,0,6,"0,00%"
14-09-2024,0,0,"0,00",138,27,"0,00%",0,0,0,0,0,0,0,9,"0,00%"
15-09-2024,0,0,"0,00",102,29,"0,00%",0,0,0,0,0,0,0,12,"0,00%"
16-09-2024,0,0,"0,00",64,18,"0,00%",0,0,0,0,0,0,0,8,"0,00%"
17-09-2024,94.1,2,"47.050,00",74,15,"13,33%",0,0,0,0,2,2,0,3,"0,00%"
18-09-2024,0,0,"0,00",77,20,"0,00%",0,0,0,0,0,0,0,6,"0,00%"
19-09-2024,107.377,2,"53.688,50",70,21,"9,52%",0,0,0,0,2,2,0,5,"0,00%"
20-09-2024,320.9,5,"64.180,00",97,20,"25,00%",0,0,0,0,5,5,0,6,"0,00%"
21-09-2024,0,0,"0,00",53,30,"0,00%",0,0,0,0,0,0,0,6,"0,00%"
22-09-2024,48.066,1,"48.066,00",52,11,"9,09%",0,0,0,0,1,1,0,1,"0,00%"
23-09-2024,168.155,1,"168.155,00",50,20,"5,00%",0,0,0,0,1,1,0,4,"0,00%"
24-09-2024,0,0,"0,00",80,41,"0,00%",0,0,0,0,0,0,0,5,"0,00%"
25-09-2024,116.21,1,"116.210,00",27,13,"7,69%",0,0,0,0,1,1,0,2,"0,00%"
26-09-2024,160.46,1,"160.460,00",57,27,"3,70%",0,0,0,0,1,1,0,9,"0,00%"
27-09-2024,812.545,8,"101.568,12",160,35,"22,86%",0,0,0,0,8,4,4,6,"0,00%"
28-09-2024,650.237,5,"130.047,40",186,37,"13,51%",1,144.612,0,0,5,5,0,7,"0,00%"
29-09-2024,28.644,1,"28.644,00",63,23,"4,35%",0,0,0,0,1,1,0,2,"0,00%"
30-09-2024,59.6,1,"59.600,00",119,24,"4,17%",0,0,0,0,1,1,0,10,"0,00%"
1/10/2024,36.724,1,"36.724,00",70,30,"3,33%",0,0,0,0,1,0,1,10,"0,00%"
2/10/2024,53.8,1,"53.800,00",30,19,"5,26%",0,0,0,0,1,1,0,2,"0,00%"
3/10/2024,355.784,4,"88.946,00",147,20,"20,00%",1,133.05,0,0,4,4,0,6,"0,00%"
4/10/2024,613.751,5,"122.750,20",156,38,"13,16%",0,0,0,0,5,5,0,14,"0,00%"
5/10/2024,142.86,1,"142.860,00",113,31,"3,23%",0,0,0,0,1,1,0,10,"0,00%"
6/10/2024,0,0,"0,00",57,20,"0,00%",0,0,0,0,0,0,0,4,"0,00%"
7/10/2024,303.3,3,"101.100,00",100,29,"10,34%",0,0,0,0,3,3,0,5,"0,00%"
8/10/2024,132.938,1,"132.938,00",73,21,"4,76%",0,0,0,0,1,1,0,5,"0,00%"
9/10/2024,495.595,4,"123.898,75",90,33,"12,12%",0,0,0,0,4,4,0,4,"0,00%"
10/10/2024,698.506,7,"99.786,57",153,46,"15,22%",0,0,0,0,7,7,0,10,"0,00%"
11/10/2024,228.982,4,"57.245,50",118,29,"13,79%",0,0,0,0,4,4,0,6,"0,00%"
12/10/2024,483.366,3,"161.122,00",60,19,"15,79%",0,0,0,0,3,3,0,7,"0,00%"
13-10-2024,0,0,"0,00",36,19,"0,00%",0,0,0,0,0,0,0,5,"0,00%"
14-10-2024,85.22,1,"85.220,00",61,28,"3,57%",0,0,0,0,1,0,1,8,"0,00%"
15-10-2024,0,0,"0,00",63,21,"0,00%",0,0,0,0,0,0,0,6,"0,00%"
16-10-2024,0,0,"0,00",70,28,"0,00%",0,0,0,0,0,0,0,6,"0,00%"
17-10-2024,252.501,2,"126.250,50",70,18,"11,11%",0,0,0,0,2,2,0,4,"0,00%"
18-10-2024,51.7,1,"51.700,00",74,25,"4,00%",0,0,0,0,1,1,0,3,"0,00%"
19-10-2024,225.44,3,"75.146,67",59,30,"10,00%",0,0,0,0,3,1,2,5,"0,00%"
20-10-2024,442.57,3,"147.523,33",108,31,"9,68%",1,345.17,0,0,3,3,0,9,"0,00%"
21-10-2024,138.8,1,"138.800,00",55,21,"4,76%",0,0,0,0,1,1,0,2,"0,00%"
22-10-2024,267.1,2,"133.550,00",56,23,"8,70%",0,0,0,0,2,1,1,3,"0,00%"
23-10-2024,220.705,3,"73.568,33",48,11,"27,27%",0,0,0,0,3,3,0,0,"0,00%"
24-10-2024,399.679,5,"79.935,80",154,43,"11,63%",0,0,0,0,5,5,0,10,"0,00%"
25-10-2024,36.8,1,"36.800,00",91,34,"2,94%",0,0,0,0,1,1,0,8,"0,00%"
26-10-2024,274.775,3,"91.591,67",111,31,"9,68%",0,0,0,0,3,3,0,10,"0,00%"
27-10-2024,232,2,"116.000,00",131,34,"5,88%",0,0,0,0,2,2,0,7,"0,00%"
28-10-2024,226.67,2,"113.335,00",196,41,"4,88%",0,0,0,0,2,1,1,9,"0,00%"
29-10-2024,218.6,1,"218.600,00",51,21,"4,76%",0,0,0,0,1,1,0,3,"0,00%"
30-10-2024,0,0,"0,00",101,25,"0,00%",0,0,0,0,0,0,0,8,"0,00%"
31-10-2024,384.045,2,"192.022,50",186,32,"6,25%",0,0,0,0,2,2,0,8,"0,00%"
1/11/2024,60.8,1,"60.800,00",91,36,"2,78%",0,0,0,0,1,0,1,9,"0,00%"
2/11/2024,290.38,3,"96.793,33",106,31,"9,68%",0,0,0,0,3,3,0,8,"0,00%"
3/11/2024,0,0,"0,00",79,28,"0,00%",0,0,0,0,0,0,0,9,"0,00%"
4/11/2024,142.125,1,"142.125,00",74,26,"3,85%",0,0,0,0,1,1,0,5,"0,00%"
5/11/2024,231.381,1,"231.381,00",73,21,"4,76%",0,0,0,0,1,1,0,2,"0,00%"
6/11/2024,42.793,1,"42.793,00",44,21,"4,76%",0,0,0,0,1,1,0,5,"0,00%"
7/11/2024,0,0,"0,00",42,18,"0,00%",0,0,0,0,0,0,0,4,"0,00%"
8/11/2024,45.8,1,"45.800,00",82,28,"3,57%",0,0,0,0,1,0,1,9,"0,00%"
9/11/2024,0,0,"0,00",65,23,"0,00%",0,0,0,0,0,0,0,4,"0,00%"
10/11/2024,0,0,"0,00",110,18,"0,00%",0,0,0,0,0,0,0,5,"0,00%"
11/11/2024,351.02,2,"175.510,00",31,11,"9,09%",1,176.11,0,0,1,1,0,1,"100,00%"
12/11/2024,0,0,"0,00",28,14,"0,00%",0,0,0,0,0,0,0,3,"0,00%"
13-11-2024,0,0,"0,00",164,17,"0,00%",0,0,0,0,0,0,0,6,"0,00%"
14-11-2024,293.55,2,"146.775,00",61,17,"11,76%",0,0,0,0,2,1,1,3,"0,00%"
15-11-2024,0,0,"0,00",42,17,"0,00%",0,0,0,0,0,0,0,3,"0,00%"
16-11-2024,218.45,1,"218.450,00",56,17,"5,88%",0,0,0,0,1,1,0,4,"0,00%"
17-11-2024,0,0,"0,00",48,15,"0,00%",0,0,0,0,0,0,0,3,"0,00%"
18-11-2024,0,0,"0,00",41,15,"0,00%",0,0,0,0,0,0,0,3,"0,00%"
19-11-2024,0,0,"0,00",27,10,"0,00%",0,0,0,0,0,0,0,2,"0,00%"
20-11-2024,176.108,2,"88.054,00",31,11,"18,18%",0,0,0,0,2,1,1,2,"0,00%"
21-11-2024,151.389,1,"151.389,00",84,19,"5,26%",0,0,0,0,1,1,0,4,"0,00%"
22-11-2024,378.222,4,"94.555,50",104,19,"21,05%",0,0,0,0,4,4,0,3,"0,00%"
23-11-2024,0,0,"0,00",43,16,"0,00%",0,0,0,0,0,0,0,3,"0,00%"
24-11-2024,51.41,1,"51.410,00",21,10,"10,00%",0,0,0,0,1,1,0,1,"0,00%"
25-11-2024,0,0,"0,00",33,12,"0,00%",0,0,0,0,0,0,0,3,"0,00%"
26-11-2024,0,0,"0,00",51,16,"0,00%",0,0,0,0,0,0,0,1,"0,00%"
27-11-2024,0,0,"0,00",15,12,"0,00%",0,0,0,0,0,0,0,2,"0,00%"
28-11-2024,54.227,1,"54.227,00",29,15,"6,67%",0,0,0,0,1,0,1,3,"0,00%"
29-11-2024,0,0,"0,00",18,11,"0,00%",0,0,0,0,0,0,0,1,"0,00%"
30-11-2024,229.361,1,"229.361,00",61,16,"6,25%",0,0,0,0,1,1,0,3,"0,00%"
1/12/2024,235.358,1,"235.358,00",68,12,"8,33%",0,0,0,0,1,1,0,2,"0,00%"
2/12/2024,250.65,2,"125.325,00",115,20,"10,00%",0,0,0,0,2,2,0,8,"0,00%"
3/12/2024,0,0,"0,00",71,16,"0,00%",0,0,0,0,0,0,0,5,"0,00%"
4/12/2024,0,0,"0,00",21,10,"0,00%",0,0,0,0,0,0,0,2,"0,00%"
5/12/2024,366.32,1,"366.320,00",54,24,"4,17%",1,366.32,0,0,1,1,0,9,"0,00%"
6/12/2024,0,0,"0,00",104,22,"0,00%",0,0,0,0,0,0,0,5,"0,00%"
7/12/2024,464.517,2,"232.258,50",42,19,"10,53%",1,184.605,0,0,2,1,1,2,"0,00%"
8/12/2024,0,0,"0,00",52,14,"0,00%",0,0,0,0,0,0,0,4,"0,00%"
9/12/2024,0,0,"0,00",74,18,"0,00%",0,0,0,0,0,0,0,3,"0,00%"
10/12/2024,0,0,"0,00",108,20,"0,00%",0,0,0,0,0,0,0,6,"0,00%"
11/12/2024,0,0,"0,00",58,15,"0,00%",0,0,0,0,0,0,0,6,"0,00%"
12/12/2024,0,0,"0,00",47,23,"0,00%",0,0,0,0,0,0,0,7,"0,00%"
13-12-2024,56.9,1,"56.900,00",43,25,"4,00%",0,0,0,0,1,1,0,2,"0,00%"
14-12-2024,182.992,1,"182.992,00",51,13,"7,69%",0,0,0,0,1,1,0,4,"0,00%"
15-12-2024,167.775,1,"167.775,00",42,15,"6,67%",0,0,0,0,1,1,0,2,"0,00%"
16-12-2024,0,0,"0,00",68,22,"0,00%",0,0,0,0,0,0,0,3,"0,00%"
17-12-2024,66.5,1,"66.500,00",61,20,"5,00%",0,0,0,0,1,1,0,6,"0,00%"
18-12-2024,0,0,"0,00",59,17,"0,00%",0,0,0,0,0,0,0,6,"0,00%"
19-12-2024,251.605,1,"251.605,00",78,15,"6,67%",0,0,0,0,1,1,0,5,"0,00%"
20-12-2024,61.7,1,"61.700,00",89,26,"3,85%",0,0,0,0,1,1,0,4,"0,00%"
21-12-2024,486.054,3,"162.018,00",73,20,"15,00%",0,0,0,0,3,3,0,5,"0,00%"
22-12-2024,143,1,"143.000,00",146,19,"5,26%",0,0,0,0,1,1,0,5,"0,00%"
23-12-2024,135.95,1,"135.950,00",136,16,"6,25%",0,0,0,0,1,1,0,2,"0,00%"
24-12-2024,0,0,"0,00",74,23,"0,00%",0,0,0,0,0,0,0,4,"0,00%"
25-12-2024,359.31,2,"179.655,00",129,26,"7,69%",0,0,0,0,2,2,0,8,"0,00%"
26-12-2024,1.352.266,6,"225.377,67",213,36,"16,67%",0,0,0,0,6,5,1,10,"0,00%"
27-12-2024,481.354,2,"240.677,00",167,40,"5,00%",0,0,0,0,2,2,0,12,"0,00%"
28-12-2024,0,0,"0,00",114,31,"0,00%",0,0,0,0,0,0,0,12,"0,00%"
29-12-2024,0,0,"0,00",59,30,"0,00%",0,0,0,0,0,0,0,6,"0,00%"
30-12-2024,291.954,2,"145.977,00",51,18,"11,11%",0,0,0,0,2,2,0,4,"0,00%"
31-12-2024,148.46,1,"148.460,00",49,19,"5,26%",0,0,0,0,1,1,0,5,"0,00%"
